Filepath,Label
dataset/Positive/07045.jpg,POSITIVE
dataset/Positive/09452.jpg,POSITIVE
dataset/Positive/19030_1.jpg,POSITIVE
dataset/Negative/06463.jpg,NEGATIVE
dataset/Positive/12625_1.jpg,POSITIVE
dataset/Negative/18186.jpg,NEGATIVE
dataset/Negative/19278.jpg,NEGATIVE
dataset/Positive/07707.jpg,POSITIVE
dataset/Negative/16108.jpg,NEGATIVE
dataset/Negative/08159.jpg,NEGATIVE
dataset/Positive/02452.jpg,POSITIVE
dataset/Positive/10953_1.jpg,POSITIVE
dataset/Negative/12845.jpg,NEGATIVE
dataset/Negative/05300.jpg,NEGATIVE
dataset/Positive/10289_1.jpg,POSITIVE
dataset/Negative/18435.jpg,NEGATIVE
dataset/Positive/10115_1.jpg,POSITIVE
dataset/Positive/17241_1.jpg,POSITIVE
dataset/Negative/08014.jpg,NEGATIVE
dataset/Negative/05631.jpg,NEGATIVE
dataset/Negative/18418.jpg,NEGATIVE
dataset/Negative/12804.jpg,NEGATIVE
dataset/Positive/18659_1.jpg,POSITIVE
dataset/Positive/08972.jpg,POSITIVE
dataset/Negative/00077.jpg,NEGATIVE
dataset/Negative/12640.jpg,NEGATIVE
dataset/Positive/00322.jpg,POSITIVE
dataset/Negative/05565.jpg,NEGATIVE
dataset/Negative/13297.jpg,NEGATIVE
dataset/Negative/12559.jpg,NEGATIVE
dataset/Negative/14439.jpg,NEGATIVE
dataset/Negative/02148.jpg,NEGATIVE
dataset/Negative/10395.jpg,NEGATIVE
dataset/Negative/15114.jpg,NEGATIVE
dataset/Negative/17991.jpg,NEGATIVE
dataset/Negative/13852.jpg,NEGATIVE
dataset/Negative/05863.jpg,NEGATIVE
dataset/Positive/19406.jpg,POSITIVE
dataset/Negative/07862.jpg,NEGATIVE
dataset/Positive/05275.jpg,POSITIVE
dataset/Negative/05239.jpg,NEGATIVE
dataset/Positive/03419.jpg,POSITIVE
dataset/Positive/06958.jpg,POSITIVE
dataset/Positive/19105_1.jpg,POSITIVE
dataset/Negative/19103.jpg,NEGATIVE
dataset/Positive/02773.jpg,POSITIVE
dataset/Negative/10425.jpg,NEGATIVE
dataset/Positive/09900.jpg,POSITIVE
dataset/Negative/09710.jpg,NEGATIVE
dataset/Positive/01657.jpg,POSITIVE
dataset/Positive/04250.jpg,POSITIVE
dataset/Negative/15524.jpg,NEGATIVE
dataset/Positive/06803.jpg,POSITIVE
dataset/Negative/12103.jpg,NEGATIVE
dataset/Negative/19762.jpg,NEGATIVE
dataset/Negative/16061.jpg,NEGATIVE
dataset/Negative/19001.jpg,NEGATIVE
dataset/Negative/11551.jpg,NEGATIVE
dataset/Positive/07115.jpg,POSITIVE
dataset/Negative/19831.jpg,NEGATIVE
dataset/Positive/09980.jpg,POSITIVE
dataset/Negative/07371.jpg,NEGATIVE
dataset/Positive/15551_1.jpg,POSITIVE
dataset/Negative/13072.jpg,NEGATIVE
dataset/Positive/00943.jpg,POSITIVE
dataset/Negative/16679.jpg,NEGATIVE
dataset/Negative/05209.jpg,NEGATIVE
dataset/Negative/18941.jpg,NEGATIVE
dataset/Positive/07979.jpg,POSITIVE
dataset/Positive/03418.jpg,POSITIVE
dataset/Positive/09428.jpg,POSITIVE
dataset/Negative/13633.jpg,NEGATIVE
dataset/Positive/18794_1.jpg,POSITIVE
dataset/Positive/11970_1.jpg,POSITIVE
dataset/Negative/17864.jpg,NEGATIVE
dataset/Positive/14346_1.jpg,POSITIVE
dataset/Negative/14932.jpg,NEGATIVE
dataset/Positive/09971.jpg,POSITIVE
dataset/Positive/07739.jpg,POSITIVE
dataset/Negative/18020.jpg,NEGATIVE
dataset/Positive/09028.jpg,POSITIVE
dataset/Positive/10662_1.jpg,POSITIVE
dataset/Negative/00018.jpg,NEGATIVE
dataset/Negative/02816.jpg,NEGATIVE
dataset/Positive/14802_1.jpg,POSITIVE
dataset/Negative/17840.jpg,NEGATIVE
dataset/Negative/15481.jpg,NEGATIVE
dataset/Negative/17512.jpg,NEGATIVE
dataset/Positive/14456_1.jpg,POSITIVE
dataset/Negative/17542.jpg,NEGATIVE
dataset/Negative/05685.jpg,NEGATIVE
dataset/Positive/16764_1.jpg,POSITIVE
dataset/Negative/16070.jpg,NEGATIVE
dataset/Negative/03427.jpg,NEGATIVE
dataset/Negative/16580.jpg,NEGATIVE
dataset/Negative/03913.jpg,NEGATIVE
dataset/Positive/05788.jpg,POSITIVE
dataset/Positive/12192_1.jpg,POSITIVE
dataset/Positive/05442.jpg,POSITIVE
dataset/Negative/01468.jpg,NEGATIVE
dataset/Positive/09937.jpg,POSITIVE
dataset/Negative/04209.jpg,NEGATIVE
dataset/Positive/11856_1.jpg,POSITIVE
dataset/Negative/19958.jpg,NEGATIVE
dataset/Negative/16196.jpg,NEGATIVE
dataset/Negative/13405.jpg,NEGATIVE
dataset/Negative/13262.jpg,NEGATIVE
dataset/Negative/07742.jpg,NEGATIVE
dataset/Negative/08062.jpg,NEGATIVE
dataset/Negative/16858.jpg,NEGATIVE
dataset/Positive/11947_1.jpg,POSITIVE
dataset/Positive/07742.jpg,POSITIVE
dataset/Negative/17670.jpg,NEGATIVE
dataset/Positive/07987.jpg,POSITIVE
dataset/Negative/05307.jpg,NEGATIVE
dataset/Positive/10804_1.jpg,POSITIVE
dataset/Positive/17842_1.jpg,POSITIVE
dataset/Negative/13567.jpg,NEGATIVE
dataset/Negative/04532.jpg,NEGATIVE
dataset/Negative/10543.jpg,NEGATIVE
dataset/Negative/14990.jpg,NEGATIVE
