epoch;F1_score;F1_score_dil;Precision;Precision_dil;Recall;accuracy;loss;val_F1_score;val_F1_score_dil;val_Precision;val_Precision_dil;val_Recall;val_accuracy;val_loss
0;0.45844006538391113;0.56231290102005;0.3287701904773712;0.4348238706588745;0.9014944434165955;0.8966237902641296;13.800082206726074;0.1792953461408615;0.2540944516658783;0.09987333416938782;0.147715225815773;0.9720280766487122;0.6360780596733093;14.02295207977295
1;0.7149685025215149;0.8464840054512024;0.590689480304718;0.7736632823944092;0.9538573622703552;0.9711922407150269;12.859124183654785;0.5960963368415833;0.6954362392425537;0.49851706624031067;0.642296314239502;0.7898929119110107;0.9586709141731262;12.69680118560791
2;0.7892148494720459;0.9138539433479309;0.6797981262207031;0.870810329914093;0.96866774559021;0.9810035228729248;11.999398231506348;0.5340287089347839;0.5572720766067505;0.7733228802680969;0.8624984622001648;0.4242151081562042;0.971551775932312;11.989608764648438
3;0.8136795163154602;0.9294341206550598;0.7105807662010193;0.8957960605621338;0.9699922204017639;0.983769416809082;11.191275596618652;0.6712254881858826;0.7330201268196106;0.6879380345344543;0.822687566280365;0.6736583113670349;0.9746280312538147;11.054980278015137
4;0.8228378891944885;0.9384356141090393;0.7210907340049744;0.9072195887565613;0.9751879572868347;0.984710156917572;10.437623977661133;0.7040252685546875;0.7995852828025818;0.6337955594062805;0.7987642288208008;0.8134816288948059;0.973665177822113;10.245169639587402
5;0.8360636234283447;0.9482572078704834;0.7386937141418457;0.9240874648094177;0.9763854146003723;0.9860755801200867;9.729009628295898;0.708301305770874;0.7422173023223877;0.7872205376625061;0.8717675805091858;0.6511178016662598;0.9789437055587769;9.696398735046387
6;0.8496372103691101;0.9587535858154297;0.7569799423217773;0.9417309761047363;0.9775028228759766;0.9873566627502441;9.072587013244629;0.6867696642875671;0.7847146391868591;0.5861524939537048;0.7385859489440918;0.8502098917961121;0.9699615836143494;8.914177894592285
7;0.8533433079719543;0.9616351127624512;0.7604623436927795;0.9446125030517578;0.9804050922393799;0.9875772595405579;8.46613883972168;0.7397288680076599;0.8154313564300537;0.6878449320793152;0.8241799473762512;0.8164675235748291;0.9778026938438416;8.353336334228516
8;0.8369960188865662;0.9490084052085876;0.7376670241355896;0.9220882058143616;0.9795143008232117;0.9858567714691162;7.918248653411865;0.7314661145210266;0.7854233384132385;0.7413250803947449;0.8544836640357971;0.7314161658287048;0.9797807335853577;7.913263320922852
9;0.8482938408851624;0.9572553038597107;0.7543532252311707;0.9375436305999756;0.979763925075531;0.9869044423103333;7.4139275550842285;0.7350977063179016;0.8253536224365234;0.6632630228996277;0.8206112384796143;0.8370553851127625;0.976947009563446;7.344280242919922
10;0.847372829914093;0.9562645554542542;0.7523481249809265;0.9348772168159485;0.9803972244262695;0.9868223071098328;6.949310302734375;0.7431667447090149;0.8108985424041748;0.6836278438568115;0.8020437359809875;0.8288934230804443;0.9780468344688416;6.89582633972168
11;0.8561082482337952;0.9645949006080627;0.7618861198425293;0.9448948502540588;0.9866509437561035;0.9877740740776062;6.509719371795654;0.7468302845954895;0.7981274127960205;0.7083904147148132;0.8028022646903992;0.8041799664497375;0.9791707992553711;6.504652500152588
12;0.8541455864906311;0.9566728472709656;0.7637419700622559;0.9366316199302673;0.981694221496582;0.9874628782272339;6.11548376083374;0.7180826663970947;0.7617291808128357;0.6900715827941895;0.7718451023101807;0.7616503834724426;0.9765625;6.156650066375732
13;0.8560720086097717;0.9660801887512207;0.762770414352417;0.948800802230835;0.98506760597229;0.9878804683685303;5.757133483886719;0.7456029057502747;0.8023347854614258;0.7348356246948242;0.851315975189209;0.7677438855171204;0.9802557229995728;5.830870151519775
14;0.8532858490943909;0.9616484045982361;0.7601248621940613;0.9437174201011658;0.9819851517677307;0.9874345660209656;5.423643589019775;0.6986595988273621;0.7629285454750061;0.7261285781860352;0.8745856881141663;0.6921939253807068;0.9772347211837769;5.734882831573486
15;0.8537440299987793;0.9608731865882874;0.7601709961891174;0.9415567517280579;0.983234167098999;0.9875280857086182;5.113952159881592;0.729719340801239;0.7941727042198181;0.7275027632713318;0.864825963973999;0.7468740940093994;0.9789968729019165;5.2983784675598145
16;0.8493328094482422;0.960344135761261;0.7526382803916931;0.9400492310523987;0.9826535582542419;0.987063467502594;4.829049587249756;0.6988915801048279;0.7319918274879456;0.7956283092498779;0.8830671310424805;0.6391575932502747;0.9793426990509033;5.108857154846191
17;0.8379812240600586;0.9495441317558289;0.7371039986610413;0.9202885031700134;0.9829569458961487;0.9860708117485046;4.578789234161377;0.7151982188224792;0.7728731036186218;0.7085056304931641;0.821781575679779;0.748698890209198;0.9761223793029785;4.757530212402344
18;0.8461031317710876;0.9547565579414368;0.7499012351036072;0.9306910037994385;0.9832505583763123;0.9867852926254272;4.344011306762695;0.6951615810394287;0.7768660187721252;0.6110811233520508;0.7385055422782898;0.8509029746055603;0.9703094959259033;4.4328932762146
19;0.8055955767631531;0.9161310195922852;0.6980335116386414;0.8702850937843323;0.9751298427581787;0.9826423525810242;4.158471584320068;0.13794328272342682;0.18424145877361298;0.07468877732753754;0.10237828642129898;0.9728982448577881;0.5026270151138306;5.1815972328186035
20;0.7887306213378906;0.9082686901092529;0.6740779876708984;0.8567450046539307;0.9739874005317688;0.980786144733429;4.0021071434021;0.6993963122367859;0.7707617282867432;0.6386616826057434;0.7636798024177551;0.7864096760749817;0.9738437533378601;4.1440043449401855
21;0.8260774612426758;0.9390581250190735;0.7215057015419006;0.9051740765571594;0.9792249798774719;0.9847241640090942;3.8260440826416016;0.6583490967750549;0.7155112624168396;0.7023880481719971;0.8407562375068665;0.6460079550743103;0.9747127890586853;4.281142711639404
22;0.8526377081871033;0.9641542434692383;0.7556348443031311;0.9451115727424622;0.9853377938270569;0.9873108863830566;3.6544206142425537;0.7476680874824524;0.8099430203437805;0.7388310432434082;0.8698716163635254;0.7679455280303955;0.9803138971328735;3.880709409713745
23;0.8648480772972107;0.9733824729919434;0.7734653949737549;0.9601641297340393;0.9875018000602722;0.9884907007217407;3.4952189922332764;0.7464811205863953;0.8172457814216614;0.6956176161766052;0.8246774077415466;0.816723644733429;0.9788120985031128;3.6512348651885986
24;0.8772966861724854;0.9795405864715576;0.792072057723999;0.9712360501289368;0.9882920384407043;0.9897587299346924;3.3429267406463623;0.7497255206108093;0.8225781917572021;0.6884417533874512;0.8148714900016785;0.8449118733406067;0.9781190752983093;3.4886417388916016
25;0.8757323622703552;0.9791907668113708;0.7898499965667725;0.9703629612922668;0.9886550307273865;0.9896122813224792;3.2019259929656982;0.7566338181495667;0.8079093098640442;0.7157182097434998;0.8076019287109375;0.8240719437599182;0.9791787266731262;3.354761838912964
26;0.8761608004570007;0.9792463183403015;0.7900853753089905;0.9696133136749268;0.9894598126411438;0.9896638989448547;3.0672292709350586;0.7512546181678772;0.8092100024223328;0.6976353526115417;0.7985970973968506;0.837211549282074;0.978253185749054;3.2195377349853516
27;0.8813232779502869;0.9790579676628113;0.7985931038856506;0.9697251915931702;0.9890986084938049;0.9901373982429504;2.940183401107788;0.7333495020866394;0.8176138997077942;0.6409381031990051;0.7741861343383789;0.8835490345954895;0.9747846126556396;3.0524628162384033
28;0.8694930076599121;0.9714617133140564;0.7806301116943359;0.9562432169914246;0.9883521199226379;0.9888654351234436;2.824335813522339;0.735930860042572;0.8084955811500549;0.6563882827758789;0.7729144096374512;0.8649299740791321;0.9758674502372742;2.9671719074249268
29;0.8676157593727112;0.972082793712616;0.7786306738853455;0.9586006999015808;0.9867435097694397;0.988794207572937;2.7144997119903564;0.7609593868255615;0.816277801990509;0.7214808464050293;0.8228740692138672;0.8229185938835144;0.9797878265380859;2.9018824100494385
30;0.8626609444618225;0.9689403176307678;0.7711899876594543;0.9528833031654358;0.9863753318786621;0.9882773160934448;2.6098968982696533;0.7310729026794434;0.7899625301361084;0.6824118494987488;0.7856161594390869;0.8119928240776062;0.976771354675293;2.7957875728607178
31;0.8477510809898376;0.9547853469848633;0.7507516741752625;0.9303255081176758;0.9825872778892517;0.9870192408561707;2.5185718536376953;0.7363621592521667;0.8063541054725647;0.6696691513061523;0.7914918065071106;0.829192578792572;0.977330207824707;2.6876296997070312
32;0.816896915435791;0.9282408356666565;0.7086887359619141;0.8863053917884827;0.9796028137207031;0.9837936162948608;2.4450788497924805;0.6891183853149414;0.7895779609680176;0.5775944590568542;0.726646363735199;0.8771284222602844;0.9695293307304382;2.5967695713043213
33;0.8253034949302673;0.9400230050086975;0.7183773517608643;0.9046392440795898;0.9814453721046448;0.9842901825904846;2.3647093772888184;0.7066599726676941;0.7980771064758301;0.5976313948631287;0.7346484661102295;0.888532817363739;0.9714600443840027;2.470972776412964
34;0.8484506607055664;0.9598495364189148;0.7502521872520447;0.9373928904533386;0.9844669699668884;0.986956775188446;2.271726608276367;0.7163564562797546;0.7772157788276672;0.6568843126296997;0.7608543038368225;0.8048851490020752;0.9752496480941772;2.447641372680664
35;0.8644802570343018;0.9711686968803406;0.7722359299659729;0.9547205567359924;0.9888527989387512;0.9884490966796875;2.1816906929016113;0.7561004757881165;0.817452609539032;0.7238507270812988;0.8395635485649109;0.8062214255332947;0.9799663424491882;2.4031436443328857
36;0.8567915558815002;0.9645283222198486;0.7637609839439392;0.9456345438957214;0.9854673743247986;0.9876546263694763;2.10634183883667;0.7432528138160706;0.7963078022003174;0.694370448589325;0.7874345779418945;0.822761058807373;0.9775095582008362;2.305109739303589
37;0.8632180094718933;0.9709915518760681;0.7705569267272949;0.9554140567779541;0.9878087639808655;0.9883607625961304;2.0302016735076904;0.7473956942558289;0.7910323143005371;0.7476897239685059;0.8366236686706543;0.7595846056938171;0.980120837688446;2.3169682025909424
38;0.8691893219947815;0.973679780960083;0.7807812690734863;0.9603784680366516;0.9884178638458252;0.9891170859336853;1.9557991027832031;0.7569196224212646;0.8249648213386536;0.6995540261268616;0.8182141184806824;0.8473029732704163;0.9784607887268066;2.127995252609253
39;0.8665707111358643;0.969327986240387;0.7776774764060974;0.9538374543190002;0.9863850474357605;0.9887202382087708;1.890194058418274;0.7184613347053528;0.7977253794670105;0.6305440068244934;0.7564613223075867;0.8629215359687805;0.9735605716705322;2.0653700828552246
40;0.8604540824890137;0.9682314395904541;0.7672882676124573;0.9509209990501404;0.9870781302452087;0.9880573749542236;1.830663800239563;0.7441356182098389;0.7906830906867981;0.7708149552345276;0.8710299134254456;0.7305526733398438;0.9806676506996155;2.1693203449249268
41;0.8009520173072815;0.9105694890022278;0.6935697197914124;0.862684428691864;0.9769390225410461;0.9812331199645996;1.8128713369369507;0.531804084777832;0.5775279402732849;0.6548563838005066;0.7969918847084045;0.47207239270210266;0.9688525795936584;3.584634780883789
42;0.740431010723114;0.8637532591819763;0.620780348777771;0.7955026626586914;0.9657350182533264;0.9736859798431396;1.8298345804214478;0.26382696628570557;0.2820092439651489;0.49170055985450745;0.5765141844749451;0.20265699923038483;0.9580240249633789;6.370279312133789
43;0.7530571818351746;0.8772637248039246;0.6332559585571289;0.8128235936164856;0.9706200957298279;0.9761196970939636;1.8014978170394897;0.663837730884552;0.736218273639679;0.6059625744819641;0.7305709719657898;0.7604522705078125;0.9703174233436584;2.223557949066162
44;0.8099052309989929;0.9360669255256653;0.7000043392181396;0.899563729763031;0.9798575043678284;0.983240008354187;1.7253626585006714;0.7464578747749329;0.8399966359138489;0.6859980225563049;0.8562767505645752;0.8302960395812988;0.9785376191139221;1.911124348640442
45;0.8288145661354065;0.9486427307128906;0.7242781519889832;0.918149471282959;0.9839935898780823;0.9851559996604919;1.66994047164917;0.7637276649475098;0.8442423343658447;0.7257573008537292;0.8839499354362488;0.8126574158668518;0.9809620380401611;1.8938560485839844
46;0.8506230711936951;0.967414140701294;0.753558337688446;0.9488539099693298;0.987937867641449;0.9873769283294678;1.6176596879959106;0.7777958512306213;0.8536710739135742;0.7258927822113037;0.8646056652069092;0.847443163394928;0.9816113710403442;1.7897766828536987
47;0.8669089674949646;0.9773683547973633;0.7763268351554871;0.965573251247406;0.9901423454284668;0.9888675212860107;1.5687503814697266;0.7840873599052429;0.8427155017852783;0.7642390131950378;0.8790226578712463;0.8129732012748718;0.9830890893936157;1.7833894491195679
48;0.8838666081428528;0.9847903251647949;0.8013773560523987;0.9795343279838562;0.9902651309967041;0.9903789758682251;1.5215004682540894;0.7787482738494873;0.818798840045929;0.8257519602775574;0.917527437210083;0.7423598170280457;0.9839967489242554;1.8586617708206177
49;0.8736308217048645;0.9784305095672607;0.7863512635231018;0.9685232639312744;0.9889237284660339;0.9894921183586121;1.4849354028701782;0.749964714050293;0.7825667858123779;0.858529806137085;0.9450234770774841;0.6722956299781799;0.982707142829895;1.9573413133621216
